Extracted_Tag_Clean,Alarm_Type,Technique,Confidence,Safeguard_Text,Semantic_Score,Cause_Text,Consequence_Text,Node_ID,S,L,R
AI93164,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit LEL alarms AI- 93164/74421/59172/2 0441 will prompt operators to cordon off the area,N/A,Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed,"Loss of suction to Naphtha Stabilizer Overhead Pump PM- 101A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact | Blocked discharge from pumps with potential to deadhead pumps; Pump max discharge pressure is 90033 psig and downstream piping is rated for up to 10877 psig, therefore no overpressure concern; Potential seal damage with potential loss of containment, potential ignition with personnel impact | Loss of suction to Naphtha Stabilizer Overhead Pump PM- 201A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact","Node 3, Node 21",4.0,1.0,2.0
AI74421,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit LEL alarms AI- 93164/74421/59172/2 0441 will prompt operators to cordon off the area,N/A,Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed,"Loss of suction to Naphtha Stabilizer Overhead Pump PM- 101A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact | Blocked discharge from pumps with potential to deadhead pumps; Pump max discharge pressure is 90033 psig and downstream piping is rated for up to 10877 psig, therefore no overpressure concern; Potential seal damage with potential loss of containment, potential ignition with personnel impact | Loss of suction to Naphtha Stabilizer Overhead Pump PM- 201A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact","Node 3, Node 21",4.0,1.0,2.0
AI59172,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit LEL alarms AI- 93164/74421/59172/2 0441 will prompt operators to cordon off the area,N/A,Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-81314A/B inadvertently closed | Manual valve on suction line to Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed | Manual valve on discharge line from Naphtha Stabilizer Overhead Pump PM-33219A/B inadvertently closed,"Loss of suction to Naphtha Stabilizer Overhead Pump PM- 101A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact | Blocked discharge from pumps with potential to deadhead pumps; Pump max discharge pressure is 90033 psig and downstream piping is rated for up to 10877 psig, therefore no overpressure concern; Potential seal damage with potential loss of containment, potential ignition with personnel impact | Loss of suction to Naphtha Stabilizer Overhead Pump PM- 201A/B; Potential to cavitate pumpswith potential seal damage with potential loss of containment, potential ignition with personnel impact","Node 3, Node 21",4.0,1.0,2.0
LEL91492,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit LEL-91492 will prompt operators to cordon off the area,N/A,"Manual valve closed in suction of Multi- Stage Vertical Turbine Pumps PM-12480A/B/C | Manual valve closed in discharge of Multi- Stage Vertical Turbine Pumps PM-12480A/B/C or FV-39675A/B/C malfunctions closed when not loading or upstream/downstream manual valve(s) inadvertently closed | SDV-54766/40117 fails closed or downstream manual valve inadvertently closed | FV-39675A/B/C malfunctions closed during truck loading | More than one Multi-Stage Vertical Turbine Pumps PM-12480A/B/C at once | Loss of heat tracing on water line drain | 3"" manual valve on suction to PM-43641A/B pumps inadvertently closed | Manual valve(s) downstream of PM- 312A/B pumps inadvertently closed | PM-43641A/B pumps fail to trip off","Block suction to Multi-Stage Vertical Turbine Pumps PM- 416A/B/C, cavitation, seal leak, potential ignition, personnel impact | Block discharge from Multi-Stage Vertical Turbine Pumps PM-12480A/B/C, deadhead, seal leak, potential ignition, personnel impact | More than one Multi-Stage Vertical Turbine Pumps PM- 416A/B/C operating, overfill of truck, deadheading PM-12480A/B/C pumps; seal leak, potential ignition, personnel impact | Potential to freeze water at water draw off pot, pipe failure upon thaw, release, ignition, personnel impact | Loss of suction to PM-43641A/B pumps; Potential to cavitate pumps with seal failure, potential ignition and personnel impact | Blocked discharge from PM-43641A/B pumps; Potential to deadhead pumps with seal failure, potential ignition and personnel impact | Potential to drain all level from PV-14664 Flare KO Drum; Potential to lose suction to PM-43641A/B pumps; Potential to cavitate pumps with seal failure, potential ignition and personnel impact","Node 11, Node 12",4.0,1.0,2.0
AI66450,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit alarms in area AI-66450 and AI- 18004 will prompt operators to cordon off the area,N/A,Reverse flow of condensate into the demulsifier injection system (Condensate Booster Pump PM-77434A/B/C trip),Potential to overfill demulsifier tank TK-48603; Potential release of condensate and demulsifier into area; Potential ignition and personnel impact,Node 34,4.0,1.0,2.0
AI18004,LO,Tier 1/2: Deterministic,High,Lower Explosive Limit alarms in area AI-66450 and AI- 18004 will prompt operators to cordon off the area,N/A,Reverse flow of condensate into the demulsifier injection system (Condensate Booster Pump PM-77434A/B/C trip),Potential to overfill demulsifier tank TK-48603; Potential release of condensate and demulsifier into area; Potential ignition and personnel impact,Node 34,4.0,1.0,2.0
AI10416,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL alarms AI- 10416/20416 near Sumps TK-81314/201 will prompt operator response to cordon off the area,N/A,"Manual valve open on hydrocarbon drain | Improper drainage of water boot for PV-56446 Accumulator | Hydrocarbon Sump Pump PM-83821A/B trips | Manual valve closed in Hydrocarbon Sump Pump PM-83821A/B discharge | Drain valve left open | High rate of flow from vacuum truck to sump | Reverse flow from Feed Tanks to sump | Send Y-Grade to sump (drain valve left open from pumps PM-81314A/B) | Drain valve left open sending hot material to sump | Trash in sump (for example from vacuum trucks) can plug pump screen or damage pump | Maintenance activities at sump | Improper drainage of water boot for PV- 202 Accumulator | Hydrocarbon Sump Pump PM-43983A/B trips | Manual valve closed in Hydrocarbon Sump Pump PM-43983A/B discharge | Send Y-Grade to sump (drain valve left open from pumps PM-33219A/B) | 4"" Manual valve(s) closed on hydrocarbon header from one or both splitter towers","Potential to send feed to Hydrocarbon Sump TK-81314; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to send light naphtha to Hydrocarbon Sump TK- 101; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-81314, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact | Hydrocarbon Sump Pump PM-83821A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential release through Hydrocarbon Sump TK-81314 vent; Potential ignition and personnel impact | Potential for vapor release during maintenance activities, ignition of vapors from maintenance activity, personnel impact | Potential to send feed to Hydrocarbon Sump TK-33219; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to send light naphtha to Hydrocarbon Sump TK- 201; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-33219, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact | Hydrocarbon Sump Pump PM-43983A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential release through Hydrocarbon Sump TK-33219 vent; Potential ignition and personnel impact | Hydrocarbon Sump Pump PM-83821A/B or PM-43983A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-81314/201, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact","Node 1, Node 2, Node 3, Node 5, Node 15, Node 19, Node 20, Node 21, Node 23, Node 31, Node 43",4.0,2.0,2.0
AI20416,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL alarms AI- 10416/20416 near Sumps TK-81314/201 will prompt operator response to cordon off the area,N/A,"Manual valve open on hydrocarbon drain | Improper drainage of water boot for PV-56446 Accumulator | Hydrocarbon Sump Pump PM-83821A/B trips | Manual valve closed in Hydrocarbon Sump Pump PM-83821A/B discharge | Drain valve left open | High rate of flow from vacuum truck to sump | Reverse flow from Feed Tanks to sump | Send Y-Grade to sump (drain valve left open from pumps PM-81314A/B) | Drain valve left open sending hot material to sump | Trash in sump (for example from vacuum trucks) can plug pump screen or damage pump | Maintenance activities at sump | Improper drainage of water boot for PV- 202 Accumulator | Hydrocarbon Sump Pump PM-43983A/B trips | Manual valve closed in Hydrocarbon Sump Pump PM-43983A/B discharge | Send Y-Grade to sump (drain valve left open from pumps PM-33219A/B) | 4"" Manual valve(s) closed on hydrocarbon header from one or both splitter towers","Potential to send feed to Hydrocarbon Sump TK-81314; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to send light naphtha to Hydrocarbon Sump TK- 101; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-81314, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact | Hydrocarbon Sump Pump PM-83821A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential release through Hydrocarbon Sump TK-81314 vent; Potential ignition and personnel impact | Potential for vapor release during maintenance activities, ignition of vapors from maintenance activity, personnel impact | Potential to send feed to Hydrocarbon Sump TK-33219; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to send light naphtha to Hydrocarbon Sump TK- 201; Potential inefficient operation; Potential to overfill sump; Potential environmental impact; Potential release of hydrocarbon vapors; Potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-33219, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact | Hydrocarbon Sump Pump PM-43983A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential release through Hydrocarbon Sump TK-33219 vent; Potential ignition and personnel impact | Hydrocarbon Sump Pump PM-83821A/B or PM-43983A/B deadheaded, potential pump damage; Potential seal failure with potential ignition and personnel impact | Potential to overfill the Hydrocarbon Sump TK-81314/201, release through atmospheric vent; Potential runoff to stormwater drain (contained in Tank 5 Wastewater Tank); Potential environmental/financial impact","Node 1, Node 2, Node 3, Node 5, Node 15, Node 19, Node 20, Node 21, Node 23, Node 31, Node 43",4.0,2.0,2.0
LEL11481,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 11481/11461/21481/2 1461 will alarm and prompt operators to cordon off area,N/A,FCV-19313 fails open or bypass valve inadvertently open,"Loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 106A/B; Potential seal failure with loss of containment, ignition, and personnel impact",Node 7,4.0,1.0,2.0
LEL11461,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 11481/11461/21481/2 1461 will alarm and prompt operators to cordon off area,N/A,FCV-19313 fails open or bypass valve inadvertently open,"Loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 106A/B; Potential seal failure with loss of containment, ignition, and personnel impact",Node 7,4.0,1.0,2.0
LEL21481,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 11481/11461/21481/2 1461 will alarm and prompt operators to cordon off area,N/A,FCV-19313 fails open or bypass valve inadvertently open,"Loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 106A/B; Potential seal failure with loss of containment, ignition, and personnel impact",Node 7,4.0,1.0,2.0
LEL99283,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 99283/51700/37458/2 1461 will alarm and prompt operators to cordon off area,N/A,"6"" manual valve on EX-56446 shell side outlet inadvertently closed | FCV-13718 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-13718 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B discharge | 8"" manual valve on EX-73992 shell side outlet inadvertently closed | FCV-19313 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | Both Kero Product Pumps PM-76255A/B running at once | FCV-96168 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-96168 fails open or bypass inadvertently open | 6"" manual valve on EX-92182 shell side outlet inadvertently closed | FCV-38704 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-38704 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B discharge | 8"" manual valve on EX-99986 shell side outlet inadvertently closed | FCV-80717 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | FCV-80717 fails open or bypass valve inadvertently open | Both Kero Product Pumps PM-48495A/B running at once | FCV-73508 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-73508 fails open or bypass inadvertently open | 8"" valve closed on heavy naphtha rundown header from one or both splitter towers | Plugged Kero Filters","Blocked discharge from PM-17647B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-73992, potential to overfill T-73992 back to Combi Tower T-56446; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM- 105B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-76255A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 106A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Potential loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-76255A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-17647; Potential to cavitate pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from PM-11689B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-99986, potential to overfill T-99986 back to Combi Tower T-92182; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM-17647B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-48495A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 206A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 206A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-48495A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-11689; Potential to cavitate pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from Heavy Naphtha Stripper Product Pumps PM-17647B/205B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B or PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 6, Node 7, Node 8, Node 24, Node 25, Node 26, Node 39, Node 40",4.0,2.0,3.0
LEL51700,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 99283/51700/37458/2 1461 will alarm and prompt operators to cordon off area,N/A,"6"" manual valve on EX-56446 shell side outlet inadvertently closed | FCV-13718 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-13718 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B discharge | 8"" manual valve on EX-73992 shell side outlet inadvertently closed | FCV-19313 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | Both Kero Product Pumps PM-76255A/B running at once | FCV-96168 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-96168 fails open or bypass inadvertently open | 6"" manual valve on EX-92182 shell side outlet inadvertently closed | FCV-38704 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-38704 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B discharge | 8"" manual valve on EX-99986 shell side outlet inadvertently closed | FCV-80717 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | FCV-80717 fails open or bypass valve inadvertently open | Both Kero Product Pumps PM-48495A/B running at once | FCV-73508 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-73508 fails open or bypass inadvertently open | 8"" valve closed on heavy naphtha rundown header from one or both splitter towers | Plugged Kero Filters","Blocked discharge from PM-17647B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-73992, potential to overfill T-73992 back to Combi Tower T-56446; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM- 105B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-76255A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 106A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Potential loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-76255A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-17647; Potential to cavitate pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from PM-11689B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-99986, potential to overfill T-99986 back to Combi Tower T-92182; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM-17647B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-48495A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 206A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 206A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-48495A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-11689; Potential to cavitate pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from Heavy Naphtha Stripper Product Pumps PM-17647B/205B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B or PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 6, Node 7, Node 8, Node 24, Node 25, Node 26, Node 39, Node 40",4.0,2.0,3.0
LEL37458,LO,Tier 1/2: Deterministic,High,Lower explosive limit LEL- 99283/51700/37458/2 1461 will alarm and prompt operators to cordon off area,N/A,"6"" manual valve on EX-56446 shell side outlet inadvertently closed | FCV-13718 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-13718 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B discharge | 8"" manual valve on EX-73992 shell side outlet inadvertently closed | FCV-19313 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | Both Kero Product Pumps PM-76255A/B running at once | FCV-96168 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-96168 fails open or bypass inadvertently open | 6"" manual valve on EX-92182 shell side outlet inadvertently closed | FCV-38704 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-38704 fails open or bypass valve inadvertently open | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-48495A/B discharge | 8"" manual valve on EX-99986 shell side outlet inadvertently closed | FCV-80717 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | FCV-80717 fails open or bypass valve inadvertently open | Both Kero Product Pumps PM-48495A/B running at once | FCV-73508 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | FCV-73508 fails open or bypass inadvertently open | 8"" valve closed on heavy naphtha rundown header from one or both splitter towers | Plugged Kero Filters","Blocked discharge from PM-17647B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-73992, potential to overfill T-73992 back to Combi Tower T-56446; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM- 105B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-76255A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 106A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Potential loss of level in Kero Stripper T-59524, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-76255A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-17647; Potential to cavitate pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from PM-11689B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | High level in Heavy Naphtha Stripper T-99986, potential to overfill T-99986 back to Combi Tower T-92182; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to lose level in Stripper T-73992; Potential pump PM-17647B cavitation; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-48495A/B cavitation, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Kero Stripper Product Pump PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Blocked discharge from Kero Stripper Product Pump PM- 206A/B; Potential pump deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact | Loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM- 206A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential loss of level in Kero Stripper T-80996, potential to vapor lock the stripper, potential to cavitate Kero Stripper Product Pump PM-48495A/B; Potential seal failure with loss of containment, ignition, and personnel impact | Potential to deadhead pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential loss of level in Diesel Stripper T-11689; Potential to cavitate pumps PM-11354A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Blocked discharge from Heavy Naphtha Stripper Product Pumps PM-17647B/205B; Potential pump deadhead; Potential seal failure with loss of containment, potential ignition and personnel impact | Kero Stripper Product Pump PM-76255A/B or PM-48495A/B deadhead, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 6, Node 7, Node 8, Node 24, Node 25, Node 26, Node 39, Node 40",4.0,2.0,3.0
AI91151,LO,Tier 1/2: Deterministic,High,Lower explosive limit alarms AI- 91151A/B/C at Tank TK- 5 will prompt operators to cordon off the area,N/A,LCV-15809 malfunctions open or bypass inadvertently opened | LCV-19952 fails closed | Mechanical Roof Failure | Solid buildup in Waste Water Tank TK-5,"Excessive hydrocarbon in the waste water system (Tank 5), Potential floating roof damage and release of light ends, ignition, personnel impact. | Potential to deadhead pump PM-95795A/B; Potential seal failure; Release of HCs and water to ground; Potential ignition and personnel impact | Potential to damage roof, tipping roof, liquid hydrocarbon on top of internal floating roof IFR, potential increased emission, potential HC release and ignition, potential pool fire requiring tank replacement, personnel injury, environmental impact, asset damage | Potential to impact biologics at water treatment; Potential financial impact; Potential to contribute to roof damage","Node 21, Node 45",4.0,3.0,4.0
PAH18191,HI,Tier 1/2: Deterministic,High,PAH- 18191/28191 high pressure alarm on Desalter D-81314/201 will prompt operator response,N/A,PDCV-33775 fails open | Valve misalignment on pump switch (while C pump is operating). | PCV-55414/40591 on overhead from D- 101/201 Desalter malfunctions closed or upstream/downstream manual valve(s) inadvertently closed,"Potential inability to send out flow from the Desalter, liquid full; Potential overpressure of D-81314/201 with potential loss of containment, ignition, and personnel impact | Potential to direct flow from both Splitters to one desalter; Potential inability to send out flow from the Desalter, liquid full; Potential overpressure of D-81314/201 with potential loss of containment, ignition, and personnel impact | Blocked overhead outlet from Desalter D-81314/201; Potential overpressure of D-81314/201 with potential loss of containment, ignition, and personnel impact | Inability to feed condensate to the pump's respective Desalter; Potential inefficient operation of the Desalter; Potential inability to send feed back to the unit; Potential downtime (less than 5 days) and potential financial impact",Node 34,4.0,3.0,2.0
